"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode","b1test","name"
1675764043,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.79,47.810417,NA,2016,"9",17,"France","49255-771",NA,"FR","St. Antoine, Waldreservat","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,64,"Fuscidea lightfootii"
1675763886,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.294635,50.156017,NA,2015,"1",9,"Germany","221522",NA,"FR","Hoher Taunus, das Theißtal westl. von Niedernhausen, Feldkreuz bei den Fischteichen","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,86,"Fuscidea lightfootii"
1872037515,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",6.636299,50.215826,"Rheinland-Pfalz",2005,"5",5,"Germany","C1017697F","A. Aptroot","F","Gerolstein, Rheinland-Pfalz, Eifel, Kreis Daun, Gerolstein, Lissingen, Wollersberg","Botany","GBIF",NA,78,"Fuscidea lightfootii"
1675763901,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.706111,47.802222,NA,2002,"12",23,"Germany","262483",NA,"FR","Südschwarzwald, The Altensteintal south near Schweighof east of Badenweiler, lower valley","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,89,"Fuscidea lightfootii"
19997132,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.95,47.7333,"Upper austria",1998,"5",31,"Austria","66300","Tønsberg, T.","BG","Totes Gebirge, Lake Almsee SSE, along the brooks","L","GBIF",NA,55,"Fuscidea lightfootii"
2005116754,"828a3d8c-f762-11e1-a439-00145eb45e9a",18.876333,48.16695,NA,2018,"5",22,"Slovakia","54535-771",NA,"FR","Dudince, im Park","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,98,"Halecania viridescens"
1233562558,"828a3d8c-f762-11e1-a439-00145eb45e9a",16.009417,50.920467,NA,2015,"6",14,"Poland","41028",NA,"FR","beim Bärstein","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,62,"Halecania viridescens"
1061067328,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.183667,50.948417,NA,2014,"10",28,"Germany","38381",NA,"FR","Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Halecania viridescens"
1061067329,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.183617,50.94805,NA,2014,"10",28,"Germany","38379",NA,"FR","im Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Halecania viridescens"
1212118607,"85739778-f762-11e1-a439-00145eb45e9a",6.6233,50.2217,NA,2005,"5",6,"Germany","67756","H. Sipman","B","GERMANY, Rheinland-Pfalz, Kr. Daun: Dietzenley near Büscheich, wooded hill E of Birresborn. Alt. c. 600 m.","Lichen Herbarium Berlin","GBIF",NA,76,"Halecania viridescens"
1872036160,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",7.237244,50.678712,"Rheinland-Pfalz",2005,"5",7,"Germany","C1017650F","A. Aptroot","F","Nohn, Wasserfall area","Botany","GBIF",NA,90,"Halecania viridescens"
2235561948,"e553568e-2317-4592-8638-92e5ac93b40c",6.03639,48.62528,"54 Meurthe-et-Moselle",2018,"1",20,"France","NCY021819","Mahévas, Th.","CJBN",NA,"NCY","GBIF",NA,92,"Hypotrachyna afrorevoluta"
1832335803,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.531,51.300417,NA,2016,"4",20,"Germany","48988-771",NA,"FR","Halbendorf/ Spree W","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,87,"Hypotrachyna afrorevoluta"
1675794545,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.9577,47.966867,NA,2016,"9",16,"France","49072-771",NA,"FR","beim Wildensteiner Stausee, neben dem Sportplatz","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,62,"Hypotrachyna afrorevoluta"
1675788162,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.294635,50.156017,NA,2015,"1",9,"Germany","221529",NA,"FR","Hoher Taunus, das Theißtal westl. von Niedernhausen, Feldkreuz bei den Fischteichen","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,86,"Hypotrachyna afrorevoluta"
1675788109,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.595,50.082817,NA,2015,"2",13,"Germany","221461",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Hypotrachyna afrorevoluta"
1675788160,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.5602,50.066111,NA,2015,"3",8,"Germany","221482",NA,"FR","Frankfurt, Unterwald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Hypotrachyna afrorevoluta"
1270682659,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.282333,50.91995,NA,2015,"10",13,"Germany","42807",NA,"FR","Lorenzsteine","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,76,"Hypotrachyna afrorevoluta"
1675788099,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.605228,50.076132,NA,2014,"7",15,"Germany","218140",NA,"FR","Untermainebene, Frankfurt, Goldstein, Unterschweinstiegschneise, Waldfriedhof","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Hypotrachyna afrorevoluta"
1675788121,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.583734,50.077225,NA,2014,"7",15,"Germany","218130",NA,"FR","Untermainebene, Frankfurt, Schwanheim, Schwanheimer Wald, Rechte Wiese"" östl. der Schwanheimer Bahnstraße""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Hypotrachyna afrorevoluta"
1675788116,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.5986,50.083889,NA,2014,"9",24,"Germany","221194",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,99,"Hypotrachyna afrorevoluta"
1061067479,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.197367,50.946383,NA,2014,"10",28,"Germany","38441",NA,"FR","im Sebnitztal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Hypotrachyna afrorevoluta"
1675793864,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.957317,47.668283,NA,2014,"11",15,"Germany","264229",NA,"FR","Regierungsbezirk Oberbayern, Landkreis Weilheim-Schongau, Gemeinde Wildsteig, Wildmoos bei Peustelsau (Probenfläche 894)","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,70,"Hypotrachyna afrorevoluta"
1675793877,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.141717,47.636317,NA,2014,"11",15,"Germany","264165",NA,"FR","Regierungsbezirk Oberbayern, Landkreis Garmisch-Partenkirchen, Gemeinde Schwaigen, Murnauer Moos, Bärenfilz (Probenfläche 891)","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,83,"Hypotrachyna afrorevoluta"
1675794591,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.8564,51.0692,NA,2013,"4",23,"Germany","35035-776",NA,"FR","Schönau-Berzdorf, Waldbachtal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,80,"Hypotrachyna afrorevoluta"
1052816568,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.29805,50.910417,NA,2013,"10",29,"Germany","38503",NA,"FR","Großer Zschand, beim Zeughaus","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,74,"Hypotrachyna afrorevoluta"
911979333,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.87195,51.517783,NA,2011,"8",3,"Germany","29516",NA,"FR","Schipkau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,89,"Hypotrachyna afrorevoluta"
NA,NA,13.026685,47.692,NA,1989,"17. sept.",NA,"GERMANY","38724","H. Sipman","BERLIN_DB","GERMANY, BAYERN. Berchtesgaden, Marktschellenberg.Along trail to Salzburger Hochthron, on Hochbartkogel. Alt. 750 m.",NA,"BERLIN_DB","B 60 0077975",68,"Hypotrachyna afrorevoluta"
2449363265,"85739778-f762-11e1-a439-00145eb45e9a",5.2283,52.4167,NA,1983,"7",3,"Netherlands","113858","H. Sipman","B","THE NETHERLANDS, Flevoland: Zuidelijk Flevoland, E of De Block van Kuffeler. Grid 26.21.35+45. Elev. -3 m.","Lichen Herbarium Berlin","GBIF",NA,92,"Hypotrachyna afrorevoluta"
2449367286,"85739778-f762-11e1-a439-00145eb45e9a",6.1167,53.25,NA,1977,"9",24,"Netherlands","113041","H. Sipman","B","THE NETHERLANDS, Friesland: Kollumerland, Estate Vogelenzangstate, near Veenklooster, W of Buitenpost. Elev. c. 5 m.","Lichen Herbarium Berlin","GBIF",NA,87,"Hypotrachyna afrorevoluta"
152930680,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411793,46.399685,NA,1992,"5",12,"Slovenia","F776524","Batič F., Kruhar B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,76,"Hypotrachyna laevigata"
2013149106,"7948250c-6958-4a29-a670-ed1015b26252",13.1819,47.9306,"Salzburg",2017,"10",26,"Austria","211772","Roman Türk","O","Northern Alpine Foreland, Flachgau Region (=Salzburg Umgebung District), 16.4 km northwest of the centre of Salzburg, Köstendorf 650 m soutwest of Weng, western bank of the brook Wallerbach","L","GBIF",NA,81,"Hypotrachyna revoluta"
1836420352,"85739778-f762-11e1-a439-00145eb45e9a",5.31,52.1517,NA,2016,"12",27,"Netherlands","195608","H. Sipman & A. Aptroot","B","THE NETHERLANDS, Utrecht: Soest, nature reserve Korte Duinen, afforestation in former Zonnegloren area. Alt. 10 m.","Lichen Herbarium Berlin","GBIF",NA,92,"Hypotrachyna revoluta"
1675788158,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.294635,50.156017,NA,2015,"1",9,"Germany","221523",NA,"FR","Hoher Taunus, das Theißtal westl. von Niedernhausen, Feldkreuz bei den Fischteichen","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,86,"Hypotrachyna revoluta"
1675788321,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.778583,50.635633,NA,2013,"8",31,"Germany","44029",NA,"FR","[Stützerbach am Rennsteig], am ""Mordfleck""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,56,"Hypotrachyna revoluta"
1212124986,"85739778-f762-11e1-a439-00145eb45e9a",5.26,52.1433,NA,2013,"12",28,"Netherlands","186226","H. Sipman & A. Aptroot","B","THE NETHERLANDS, Utrecht: Soesterberg, former airfield, near ecoduct Op Hees. Alt. 10 m.","Lichen Herbarium Berlin","GBIF",NA,92,"Hypotrachyna revoluta"
911979444,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.66055,50.848883,NA,2012,"5",19,"Czechia","33531",NA,"FR","Lauschemoor, Wäldchen im Nordwesten","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,65,"Hypotrachyna revoluta"
911979435,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.101117,50.98,NA,2012,"10",9,"Germany","34008",NA,"FR","Elbsandsteingebirge, auf dem Hocksteingipfel","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,77,"Hypotrachyna revoluta"
911979450,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.283883,50.905283,NA,2012,"10",10,"Germany","33919",NA,"FR","Elbsandsteingebirge, Lärchenbestand am Roßsteig nahe der Goldsteinaussicht","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,72,"Hypotrachyna revoluta"
911979253,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.532217,51.926383,NA,2011,"3",27,"Germany","29448",NA,"FR","zwischen Tauer & Bärenklau, unweit von Krolls Lauch","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,90,"Hypotrachyna revoluta"
2028330659,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",5.283333,52.066667,"Utrecht",2005,"11",5,"Netherlands","47862","Lutzoni, François; Aptroot, André","DUKE","Zeist, near railway station along main road",NA,"GBIF",NA,93,"Hypotrachyna revoluta"
1935695966,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.85694,47.28333,NA,2003,"5",17,"Austria","0042624","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Schönau bei Pöllau, Bereich zwischen der Ortschaft Tutten und er Landesstraße nach Pöllau [415 m, 8761/1 (47°17'00""N, 15°51'25""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA,80,"Hypotrachyna revoluta"
1872036740,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",5.748663,50.464369,"Liége",2003,"7",10,"Belgium","C1017741F","A. Aptroot","F","Mouth of Ninglingspo valley","Botany","GBIF",NA,90,"Hypotrachyna revoluta"
911978979,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.557633,46.3357,NA,2003,"8",1,"Slovenia","15457",NA,"FR","Julische Alpen, Bovec, Ortslage, bei der unteren Kirche","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,66,"Hypotrachyna revoluta"
1717209681,"cef8bb20-149a-11de-bab0-b8a03c50a862",21.4309,53.6869,"warminsko-mazurskie",2000,"4",30,"Poland",NA,"Fałtynowicz, W.","MNHW","p: warminsko-mazurskie; c: Mrągowo; Krutyń",NA,"GBIF",NA,69,"Hypotrachyna revoluta"
1099013770,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,NA,1989,"2",5,"Germany","M-0162111 / 471557 / 190698","Deuter, H. (no. 0538)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Botanischer Garten, am Eingang, Wegmarke 18, 150cm above ground, O.","BSMlichenscoll","GBIF",NA,80,"Hypotrachyna revoluta"
2449363274,"85739778-f762-11e1-a439-00145eb45e9a",6.5667,47.8333,NA,1983,"9",7,"France","115036","Frahm, Hakelier, Huerlimann","B","FRANKREICH, Dep. Haute Saône: Faucogney, Mauern und Baumstämme im Ortskern ca.400 mü. NN.  und Porphyrfelsklippen östlich des Ortes ca. 450 m ü.NN.","Lichen Herbarium Berlin","GBIF",NA,89,"Hypotrachyna revoluta"
152930668,"89579e3e-f762-11e1-a439-00145eb45e9a",15.911726,46.399707,NA,1980,"3",10,"Slovenia","F776108","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,99,"Hypotrachyna revoluta"
152930662,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,NA,1976,"6",15,"Slovenia","F775774","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,70,"Hypotrachyna revoluta"
2237876796,"84d26682-f762-11e1-a439-00145eb45e9a",11.66465,54.77403,NA,1976,"5",20,"Denmark","DMS-1014349","Ulrik Søchting",NA,"Krenkerup Haveskov",NA,"GBIF",NA,82,"Lecanographa amylacea"
911990109,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.654167,46.37445,NA,2003,"8",3,"Slovenia","23851",NA,"FR","Julische Alpen: Triglav-Nationalpark, Julische Alpen, Bavsica: Bukova Planina","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,64,"Lecanora hybocarpa"
NA,NA,11.983333,53.283333,NA,2001,"11-Mar",NA,"GERMANY","60915","H. Sipman","BERLIN_DB","GERMANY, Brandenburg: Landkr. Prignitz, Krumbeck. Alt. c. 50 m.",NA,"BERLIN_DB","B 60 0123685",83,"Lecanora hybocarpa"
2005116831,"828a3d8c-f762-11e1-a439-00145eb45e9a",18.765,48.15445,NA,2018,"5",22,"Slovakia","54522-771",NA,"FR","Santovka, im Park","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,100,"Melanohalea elegantula"
2235561914,"e553568e-2317-4592-8638-92e5ac93b40c",6.22361,48.71722,"54 Meurthe-et-Moselle",2018,"8",28,"France","NCY021828","Mahévas, Th.","CJBN","Butte Sainte Geneviève","NCY","GBIF",NA,94,"Melanohalea elegantula"
2464716703,"f0ecd5eb-bc62-40fe-ab53-294cbb34a290",22.631231,48.196829,NA,2018,"9",20,"Ukraine","CWU 202959","Alla Gromakova","CWU","near Berehove",NA,"GBIF",NA,99,"Melanohalea elegantula"
2365719697,"85739778-f762-11e1-a439-00145eb45e9a",5.1677,52.0858,NA,2018,"12",29,"Netherlands","201553","H. Sipman & A. Aptroot","B","THE NETHERLANDS, Utrecht: Uithof university campus, Padua laan W of Transitorium III. Elev. c. 10 m.","Lichen Herbarium Berlin","GBIF",NA,93,"Melanohalea elegantula"
1676058035,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.63975,49.645333,NA,2014,"4",12,"Germany","217245",NA,"FR","Heppenheim, Darmstädterstraße, Untersuchungegebiet 1, Aufnahmebaum 2","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Melanohalea elegantula"
1676058050,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.007806,49.671306,NA,2014,"4",27,"Germany","217280",NA,"FR","Michelstadt, Landrat-Neff-Straße, Untersuchungsgebiet 2, Aufnahmebaum 3","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,92,"Melanohalea elegantula"
1676058048,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.695667,50.123083,NA,2014,"6",17,"Germany","217374",NA,"FR","Frankfurt am Main, Burgstraße, Untersuchungsgebiet 5, Aufnahmebaum 5","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,100,"Melanohalea elegantula"
911997394,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.267867,50.141067,NA,2013,"3",27,"Germany","67633",NA,"FR","Wiesbaden-Naurod, Trockenborn.","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Melanohalea elegantula"
1676057923,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.209444,52.458333,NA,2011,"12",30,"Germany","66963",NA,"FR","Calenberger Lössbörde, die Rehburger Berge, KD 'Klosterfundamente' nördl. von Rehbug","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,88,"Melanohalea elegantula"
1270708615,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.768617,53.15805,NA,2010,"4",9,"Germany","41724",NA,"FR","Ortslage Flecken Zechlin","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,82,"Melanohalea elegantula"
1212165241,"85739778-f762-11e1-a439-00145eb45e9a",13.1217,52.4333,NA,2010,"8",30,"Germany","122069","H. Sipman, P. & B. v.d. Boom","B","GERMANY, Berlin: southern part of lake Wannsee, island Pfaueninsel. Alt. c. 40 m.","Lichen Herbarium Berlin","GBIF",NA,92,"Melanohalea elegantula"
911996817,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.62055,53.266667,NA,2005,"5",25,"Germany","22223",NA,"FR","Mark Brandenburg, Uckermark, Boitzenburger Tiergarten","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,82,"Melanohalea elegantula"
1935703018,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.74556,47.34,NA,2003,"4",1,"Austria","0042941","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Saifen-Boden, Winkl-Boden, Gschaidsattel, an der Landesstraße WSW gegenüber vom Gschaidwirt [807 m, 8660/3 (47°20'24""N, 15°44'44""E) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA,60,"Melanohalea elegantula"
1935703033,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83389,47.30639,NA,2003,"4",1,"Austria","0043167","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Aupark ca. 400 m N von Schloss Pöllau [425 m, 8661/3 (47°18'23""N, 15°50'02""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA,72,"Melanohalea elegantula"
1935702994,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.79944,47.33694,NA,2003,"5",1,"Austria","0042647","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Sonnhofen, Köppelreith, Sternbauerkogel, Kugelbuche, ca. 230 m NW des Sternbauerkogels [707 m, 8660/4 (47°20'13""N, 15°47'58""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA,63,"Melanohalea elegantula"
1935703000,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.8125,47.30694,NA,2003,"5",10,"Austria","0042726","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Rabenwald, an der Straße von Pöllau zum Gehöft Wirtpoldl, ca. 300 m NE vom Schloss Lehenshofen [480 m, 8660/4 (47°18'25""N, 15°48'45""E ±300 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Rabenwald]","Herbarium GJO","GBIF",NA,76,"Melanohalea elegantula"
1935703010,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.79472,47.29611,NA,2003,"5",9,"Austria","0042837","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Rabenwald, Haregg, kreuzförmig angeordnete Obstbaumreihen im Mittel ca. 170 m NE bis SE des Gehöftes Heil, an das nächste Gehöft angrenzend [650 m, 8760/2 (47°17'46""N, 15°47'41""E ±250 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Rabenwald]","Herbarium GJO","GBIF",NA,76,"Melanohalea elegantula"
1935703021,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83194,47.30278,NA,2003,"5",16,"Austria","0043057","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Schlosspark unmitelbar WSW von Schloss Pöllau [430 m, 8660/4 (47°18'10""N, 15°49'55""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA,76,"Melanohalea elegantula"
1935703054,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.84444,47.29861,NA,2003,"5",16,"Austria","0043221","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllauberg, ""Bergwald"", ca. 550 m E bis SE des Ortskernes von Pöllau [440 m, 8761/1 (47°17'55""N, 15°50'40""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllauberg]","Herbarium GJO","GBIF",NA,72,"Melanohalea elegantula"
1935703079,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.825,47.30139,NA,2003,"5",10,"Austria","0043194","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, an der Straße nach In der Eben, Straßenknick nach N ca. 500 m W des dicht verbauten Siedlungsgebietes von Pöllau, ca 1 km E des Gutes Lehenshofen [460 m, 8660/4 (47°18'05""N, 15°49'30""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA,76,"Melanohalea elegantula"
1935702993,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.80278,47.29583,NA,2003,"6",5,"Austria","0042747","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Rabenwald, Haregg, ca. 520 m E des Gehöftes Heil, 100 m S der Straße von Pöllau [620 m, 8760/2 (47°17'45""N, 15°48'10""E ±300 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Rabenwald]","Herbarium GJO","GBIF",NA,76,"Melanohalea elegantula"
911996825,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.59555,53.35,NA,2002,"11",1,"Germany","15236",NA,"FR","Röbel ssw, Allee unweit Spitzkuhn","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,81,"Melanohalea elegantula"
1676057871,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.978889,49.196111,NA,1998,"10",4,"Germany","61354",NA,"FR","Pfälzerwald. Burg Trifels südl. bei Annweiler, bei den Ruinen des Brunnenturmes","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,89,"Melanohalea elegantula"
152938452,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745368,46.19964,NA,1997,"6",5,"Slovenia","F779696","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,111,"Melanohalea elegantula"
152938398,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,NA,1996,"7",7,"Slovenia","F778142","Trošt T.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,73,"Melanohalea elegantula"
152938391,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,NA,1996,"10",11,"Slovenia","F778009","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,58,"Melanohalea elegantula"
152938441,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,"Dolenjska",1995,"6",15,"Slovenia","F779402","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,70,"Melanohalea elegantula"
152938431,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078495,46.499659,NA,1995,"8",31,"Slovenia","F779124","Mayrhofer H., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,81,"Melanohalea elegantula"
152938430,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911842,46.59964,NA,1995,"9",27,"Slovenia","F779091","Mayrhofer H., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,58,"Melanohalea elegantula"
152938327,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078647,46.299642,NA,1995,"10",3,"Slovenia","F776703","Batič F., Trošt T.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO","GBIF",NA,71,"Melanohalea elegantula"
152938433,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911851,46.499652,NA,1994,"5",13,"Slovenia","F779165","Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,61,"Melanohalea elegantula"
152938336,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,NA,1994,"10",28,"Slovenia","F776981","Batič F.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO","GBIF",NA,43,"Melanohalea elegantula"
152938262,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,NA,1992,"4",10,"Slovenia","F775253","Koch M., Mayrhofer H., Matzer M., Pusswald W.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,85,"Melanohalea elegantula"
152938323,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,NA,1992,"5",12,"Slovenia","F776489","Batič F., Kruhar B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,39,"Melanohalea elegantula"
911997009,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.840283,53.438333,NA,1992,"7",24,"Germany","20913",NA,"FR","Mecklenburgisches Großseenland, NP Müritz, Speck","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,80,"Melanohalea elegantula"
152938242,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078486,46.599648,NA,1992,"9",25,"Slovenia","F774775","Koch M., Kernn M., Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,72,"Melanohalea elegantula"
